name,birthday,single,date,age,selected,row,kanbaibusuu,preparebusuu,speed,kanbai,rest,1st,belong,shodou
hoshino,1998/2/6,5,2013/3/13,15,1,1,0,8,0,0,0,1,1,242053
hoshino,1998/2/6,6,2013/7/3,15,1,3,1,10,0,0,0,1,1,337138
hoshino,1998/2/6,7,2013/11/27,15,0,1,9,10,0,0,0,1,1,395127
hoshino,1998/2/6,8,2014/4/2,16,0,1,0,17,0,0,0,1,1,457837
hoshino,1998/2/6,9,2014/7/9,16,1,3,2,20,0,0,0,1,1,421622
hoshino,1998/2/6,10,2014/10/8,16,1,3,10,26,0,0,0,1,1,478788
hoshino,1998/2/6,11,2015/3/18,17,1,3,21,22,0,0,0,1,1,500297
hoshino,1998/2/6,12,2015/7/22,17,1,3,28,30,0,0,0,1,1,609202
hoshino,1998/2/6,13,2015/10/28,17,1,2,30,30,11,1,0,1,1,626905
hoshino,1998/2/6,14,2016/3/23,18,1,2,30,30,8,1,0,1,1,749706
hoshino,1998/2/6,15,2016/7/27,18,1,3,30,30,12,1,0,1,1,728189
hoshino,1998/2/6,16,2016/11/9,18,1,3,30,30,5,1,0,1,1,827717
ringo,1992/8/27,1,2012/2/22,19,1,2,.,.,.,.,0,1,1,136309
ringo,1992/8/27,2,2012/5/2,19,1,2,.,.,.,.,0,1,1,155677
ringo,1992/8/27,3,2012/8/22,19,1,2,19,20,0,0,0,1,1,186613
ringo,1992/8/27,4,2012/12/19,20,1,2,25,25,5,1,0,1,1,232961
ringo,1992/8/27,5,2013/3/13,20,1,2,25,25,6,1,0,1,1,242053
ringo,1992/8/27,6,2013/7/3,20,1,1,30,30,12,1,0,1,1,337138
ringo,1992/8/27,7,2013/11/27,21,1,1,28,30,0,0,0,1,1,395127
ringo,1992/8/27,8,2014/4/2,21,1,2,30,30,8,1,0,1,1,457837
ringo,1992/8/27,9,2014/7/9,21,1,1,30,30,12,1,0,1,1,421622
ringo,1992/8/27,10,2014/10/8,22,1,2,35,35,10,1,0,1,1,478788
ringo,1992/8/27,11,2015/3/18,22,1,3,30,30,16,1,0,1,1,500297
ringo,1992/8/27,12,2015/7/22,22,1,3,30,30,15,1,0,1,1,609202
ringo,1992/8/27,13,2015/10/28,23,1,3,30,30,13,1,0,1,1,626905
ringo,1992/8/27,14,2016/3/23,23,1,3,30,30,10,1,0,1,1,749706
ringo,1992/8/27,15,2016/7/27,23,1,2,30,30,11,1,0,1,1,728189
ringo,1992/8/27,16,2016/11/9,24,1,2,30,30,6,1,0,1,1,827717
wakatsuki,1994/6/27,1,2012/2/22,17,0,2,.,.,.,.,0,1,1,136309
wakatsuki,1994/6/27,2,2012/5/2,17,0,1,.,.,.,.,0,1,1,155677
wakatsuki,1994/6/27,3,2012/8/22,18,1,3,3,14,0,0,0,1,1,186613
wakatsuki,1994/6/27,4,2012/12/19,18,1,3,5,19,0,0,0,1,1,232961
wakatsuki,1994/6/27,5,2013/3/13,18,1,3,2,21,0,0,0,1,1,242053
wakatsuki,1994/6/27,6,2013/7/3,19,1,3,24,26,0,0,0,1,1,337138
wakatsuki,1994/6/27,7,2013/11/27,19,1,2,28,28,9,1,0,1,1,395127
wakatsuki,1994/6/27,8,2014/4/2,19,1,2,27,30,0,0,0,1,1,457837
wakatsuki,1994/6/27,9,2014/7/9,20,1,2,28,30,0,0,0,1,1,421622
wakatsuki,1994/6/27,10,2014/10/8,20,1,3,35,35,11,1,0,1,1,478788
wakatsuki,1994/6/27,11,2015/3/18,20,1,2,30,30,10,1,0,1,1,500297
wakatsuki,1994/6/27,12,2015/7/22,21,1,2,30,30,8,1,0,1,1,609202
wakatsuki,1994/6/27,13,2015/10/28,21,1,3,30,30,6,1,0,1,1,626905
wakatsuki,1994/6/27,14,2016/3/23,21,1,3,30,30,5,1,0,1,1,749706
wakatsuki,1994/6/27,15,2016/7/27,22,1,3,30,30,5,1,0,1,1,728189
wakatsuki,1994/6/27,16,2016/11/9,22,1,2,30,30,4,1,0,1,1,827717
maaya,1998/4/23,1,2012/2/22,13,0,1,.,.,.,.,0,1,1,136309
maaya,1998/4/23,2,2012/5/2,14,0,4,.,.,.,.,0,1,1,155677
maaya,1998/4/23,3,2012/8/22,14,0,5,0,4,0,0,0,1,1,186613
maaya,1998/4/23,4,2012/12/19,14,0,4,0,5,0,0,0,1,1,232961
maaya,1998/4/23,5,2013/3/13,14,0,3,0,5,0,0,0,1,1,242053
maaya,1998/4/23,6,2013/7/3,15,0,5,0,6,0,0,0,1,1,337138
maaya,1998/4/23,7,2013/11/27,15,0,3,0,6,0,0,0,1,1,395127
maaya,1998/4/23,8,2014/4/2,15,1,3,0,6,0,0,0,1,1,457837
maaya,1998/4/23,9,2014/7/9,16,0,1,0,12,0,0,0,1,1,421622
maaya,1998/4/23,10,2014/10/8,16,0,3,1,7,0,0,0,1,1,478788
maaya,1998/4/23,11,2015/3/18,16,0,3,1,6,0,0,0,1,1,500297
maaya,1998/4/23,12,2015/7/22,17,0,3,3,6,0,0,0,1,1,609202
maaya,1998/4/23,13,2015/10/28,17,0,3,4,5,0,0,0,1,1,626905
maaya,1998/4/23,14,2016/3/23,17,0,3,1,14,0,0,0,1,1,749706
maaya,1998/4/23,15,2016/7/27,18,0,3,0,6,0,0,0,1,1,728189
maaya,1998/4/23,16,2016/11/9,18,0,3,1,6,0,0,0,1,1,827717
karin,1993/5/26,1,2012/2/22,18,.,.,.,.,.,.,1,0,1,136309
karin,1993/5/26,2,2012/5/2,18,.,.,.,.,.,.,1,0,1,155677
karin,1993/5/26,3,2012/8/22,19,.,.,.,.,.,.,1,0,1,186613
karin,1993/5/26,4,2012/12/19,19,.,.,.,.,.,.,1,0,1,232961
karin,1993/5/26,5,2013/3/13,19,.,.,.,.,.,.,1,0,1,242053
karin,1993/5/26,6,2013/7/3,20,.,.,.,.,.,.,1,0,1,337138
karin,1993/5/26,7,2013/11/27,20,0,.,1,10,0,0,0,0,1,395127
karin,1993/5/26,8,2014/4/2,20,0,.,0,10,0,0,0,0,1,457837
karin,1993/5/26,9,2014/7/9,21,0,.,0,10,0,0,0,0,1,421622
karin,1993/5/26,10,2014/10/8,21,0,3,1,12,0,0,0,0,1,478788
karin,1993/5/26,11,2015/3/18,21,0,3,2,10,0,0,0,0,1,500297
karin,1993/5/26,12,2015/7/22,22,0,3,1,10,0,0,0,0,1,609202
karin,1993/5/26,13,2015/10/28,22,0,3,6,6,13,1,0,0,1,626905
karin,1993/5/26,14,2016/3/23,22,0,2,7,14,0,0,0,0,1,749706
karin,1993/5/26,15,2016/7/27,23,0,3,7,10,0,0,0,0,1,728189
karin,1993/5/26,16,2016/11/9,23,0,3,12,12,10,1,0,0,1,827717
junna,1998/11/30,1,2012/2/22,13,.,.,.,.,.,.,1,0,1,136309
junna,1998/11/30,2,2012/5/2,13,.,.,.,.,.,.,1,0,1,155677
junna,1998/11/30,3,2012/8/22,13,.,.,.,.,.,.,1,0,1,186613
junna,1998/11/30,4,2012/12/19,14,.,.,.,.,.,.,1,0,1,232961
junna,1998/11/30,5,2013/3/13,14,.,.,.,.,.,.,1,0,1,242053
junna,1998/11/30,6,2013/7/3,14,.,.,.,.,.,.,1,0,1,337138
junna,1998/11/30,7,2013/11/27,14,0,.,4,6,0,0,0,0,1,395127
junna,1998/11/30,8,2014/4/2,15,0,.,2,10,0,0,0,0,1,457837
junna,1998/11/30,9,2014/7/9,15,0,.,0,10,0,0,0,0,1,421622
junna,1998/11/30,10,2014/10/8,15,0,.,0,12,0,0,0,0,1,478788
junna,1998/11/30,11,2015/3/18,16,0,.,0,6,0,0,0,0,1,500297
junna,1998/11/30,12,2015/7/22,16,0,.,3,6,0,0,0,0,1,609202
junna,1998/11/30,13,2015/10/28,16,0,3,5,6,0,0,0,0,1,626905
junna,1998/11/30,14,2016/3/23,17,0,3,5,12,0,0,0,0,1,749706
junna,1998/11/30,15,2016/7/27,17,0,3,4,7,0,0,0,0,1,728189
junna,1998/11/30,16,2016/11/9,17,0,3,6,6,7,1,0,0,1,827717
kitano,1996/7/17,1,2012/2/22,15,.,.,.,.,.,.,1,0,1,136309
kitano,1996/7/17,2,2012/5/2,15,.,.,.,.,.,.,1,0,1,155677
kitano,1996/7/17,3,2012/8/22,16,.,.,.,.,.,.,1,0,1,186613
kitano,1996/7/17,4,2012/12/19,16,.,.,.,.,.,.,1,0,1,232961
kitano,1996/7/17,5,2013/3/13,16,.,.,.,.,.,.,1,0,1,242053
kitano,1996/7/17,6,2013/7/3,16,.,.,.,.,.,.,1,0,1,337138
kitano,1996/7/17,7,2013/11/27,17,0,.,9,14,0,0,0,0,1,395127
kitano,1996/7/17,8,2014/4/2,17,1,3,.,.,.,.,0,0,1,457837
kitano,1996/7/17,9,2014/7/9,17,0,3,.,.,.,.,0,0,1,421622
kitano,1996/7/17,10,2014/10/8,18,0,3,.,.,.,.,0,0,1,478788
kitano,1996/7/17,11,2015/3/18,18,0,3,.,.,.,.,0,0,1,500297
kitano,1996/7/17,12,2015/7/22,19,0,1,.,.,.,.,0,0,1,609202
kitano,1996/7/17,13,2015/10/28,19,0,1,.,.,.,.,0,0,1,626905
kitano,1996/7/17,14,2016/3/23,19,0,1,.,.,.,.,0,0,1,749706
kitano,1996/7/17,15,2016/7/27,20,1,3,.,.,.,.,0,0,1,728189
kitano,1996/7/17,16,2016/11/9,20,1,3,.,.,.,.,0,0,1,827717
iori,1997/11/26,1,2012/2/22,14,.,.,.,.,.,.,1,0,1,136309
iori,1997/11/26,2,2012/5/2,14,.,.,.,.,.,.,1,0,1,155677
iori,1997/11/26,3,2012/8/22,14,.,.,.,.,.,.,1,0,1,186613
iori,1997/11/26,4,2012/12/19,15,.,.,.,.,.,.,1,0,1,232961
iori,1997/11/26,5,2013/3/13,15,.,.,.,.,.,.,1,0,1,242053
iori,1997/11/26,6,2013/7/3,15,.,.,.,.,.,.,1,0,1,337138
iori,1997/11/26,7,2013/11/27,16,.,.,.,.,.,.,1,0,1,395127
iori,1997/11/26,8,2014/4/2,16,.,.,.,.,.,.,1,0,1,457837
iori,1997/11/26,9,2014/7/9,16,.,.,.,.,.,.,1,0,1,421622
iori,1997/11/26,10,2014/10/8,16,0,.,1,19,0,0,0,0,1,478788
iori,1997/11/26,11,2015/3/18,17,1,3,0,12,0,0,0,0,1,500297
iori,1997/11/26,12,2015/7/22,17,0,2,1,16,0,0,0,0,1,609202
iori,1997/11/26,13,2015/10/28,17,0,3,4,8,0,0,0,0,1,626905
iori,1997/11/26,14,2016/3/23,18,0,3,6,6,9,1,0,0,1,749706
iori,1997/11/26,15,2016/7/27,18,0,3,5,12,0,0,0,0,1,728189
iori,1997/11/26,16,2016/11/9,18,0,3,8,8,7,1,0,0,1,827717
kotoko,1998/8/28,1,2012/2/22,13,.,.,.,.,.,.,1,0,1,136309
kotoko,1998/8/28,2,2012/5/2,13,.,.,.,.,.,.,1,0,1,155677
kotoko,1998/8/28,3,2012/8/22,13,.,.,.,.,.,.,1,0,1,186613
kotoko,1998/8/28,4,2012/12/19,14,.,.,.,.,.,.,1,0,1,232961
kotoko,1998/8/28,5,2013/3/13,14,.,.,.,.,.,.,1,0,1,242053
kotoko,1998/8/28,6,2013/7/3,14,.,.,.,.,.,.,1,0,1,337138
kotoko,1998/8/28,7,2013/11/27,15,0,.,0,6,0,0,0,0,1,395127
kotoko,1998/8/28,8,2014/4/2,15,0,.,0,6,0,0,0,0,1,457837
kotoko,1998/8/28,9,2014/7/9,15,0,.,0,6,0,0,0,0,1,421622
kotoko,1998/8/28,10,2014/10/8,16,0,.,1,7,0,0,0,0,1,478788
kotoko,1998/8/28,11,2015/3/18,16,0,.,5,6,0,0,0,0,1,500297
kotoko,1998/8/28,12,2015/7/22,16,0,3,5,12,0,0,0,0,1,609202
kotoko,1998/8/28,13,2015/10/28,17,0,3,5,8,0,0,0,0,1,626905
kotoko,1998/8/28,14,2016/3/23,17,0,3,1,6,0,0,0,0,1,749706
kotoko,1998/8/28,15,2016/7/27,17,0,3,0,6,0,0,0,0,1,728189
kotoko,1998/8/28,16,2016/11/9,18,0,3,2,6,0,0,0,0,1,827717
maichun,1992/1/22,1,2012/2/22,20,.,.,.,.,.,.,1,0,1,136309
maichun,1992/1/22,2,2012/5/2,20,.,.,.,.,.,.,1,0,1,155677
maichun,1992/1/22,3,2012/8/22,20,.,.,.,.,.,.,1,0,1,186613
maichun,1992/1/22,4,2012/12/19,20,.,.,.,.,.,.,1,0,1,232961
maichun,1992/1/22,5,2013/3/13,21,.,.,.,.,.,.,1,0,1,242053
maichun,1992/1/22,6,2013/7/3,21,.,.,.,.,.,.,1,0,1,337138
maichun,1992/1/22,7,2013/11/27,21,0,.,2,10,0,0,0,0,1,395127
maichun,1992/1/22,8,2014/4/2,22,0,3,2,10,0,0,0,0,1,457837
maichun,1992/1/22,9,2014/7/9,22,0,3,2,15,0,0,0,0,1,421622
maichun,1992/1/22,10,2014/10/8,22,0,3,7,19,0,0,0,0,1,478788
maichun,1992/1/22,11,2015/3/18,23,0,2,5,16,0,0,0,0,1,500297
maichun,1992/1/22,12,2015/7/22,23,1,3,17,20,0,0,0,0,1,609202
maichun,1992/1/22,13,2015/10/28,23,0,2,20,21,0,0,0,0,1,626905
maichun,1992/1/22,14,2016/3/23,24,0,2,22,24,0,0,0,0,1,749706
maichun,1992/1/22,15,2016/7/27,24,0,2,28,28,14,1,0,0,1,728189
maichun,1992/1/22,16,2016/11/9,24,1,3,30,30,6,1,0,0,1,827717
ayane,1999/3/5,1,2012/2/22,12,.,.,.,.,.,.,1,0,1,136309
ayane,1999/3/5,2,2012/5/2,13,.,.,.,.,.,.,1,0,1,155677
ayane,1999/3/5,3,2012/8/22,13,.,.,.,.,.,.,1,0,1,186613
ayane,1999/3/5,4,2012/12/19,13,.,.,.,.,.,.,1,0,1,232961
ayane,1999/3/5,5,2013/3/13,14,.,.,.,.,.,.,1,0,1,242053
ayane,1999/3/5,6,2013/7/3,14,.,.,.,.,.,.,1,0,1,337138
ayane,1999/3/5,7,2013/11/27,14,0,.,4,6,0,0,0,0,1,395127
ayane,1999/3/5,8,2014/4/2,15,0,.,0,10,0,0,0,0,1,457837
ayane,1999/3/5,9,2014/7/9,15,0,.,0,10,0,0,0,0,1,421622
ayane,1999/3/5,10,2014/10/8,15,0,.,0,5,0,0,0,0,1,478788
ayane,1999/3/5,11,2015/3/18,16,0,.,4,6,0,0,0,0,1,500297
ayane,1999/3/5,12,2015/7/22,16,0,3,4,6,0,0,0,0,1,609202
ayane,1999/3/5,13,2015/10/28,16,0,3,7,11,0,0,0,0,1,626905
ayane,1999/3/5,14,2016/3/23,17,0,3,6,6,6,1,0,0,1,749706
ayane,1999/3/5,15,2016/7/27,17,0,3,8,8,4,1,0,0,1,728189
ayane,1999/3/5,16,2016/11/9,17,0,2,16,16,6,1,0,0,1,827717
ranze,1998/9/23,1,2012/2/22,13,.,.,.,.,.,.,1,0,1,136309
ranze,1998/9/23,2,2012/5/2,13,.,.,.,.,.,.,1,0,1,155677
ranze,1998/9/23,3,2012/8/22,13,.,.,.,.,.,.,1,0,1,186613
ranze,1998/9/23,4,2012/12/19,14,.,.,.,.,.,.,1,0,1,232961
ranze,1998/9/23,5,2013/3/13,14,.,.,.,.,.,.,1,0,1,242053
ranze,1998/9/23,6,2013/7/3,14,.,.,.,.,.,.,1,0,1,337138
ranze,1998/9/23,7,2013/11/27,15,0,.,2,6,0,0,0,0,1,395127
ranze,1998/9/23,8,2014/4/2,15,0,.,0,10,0,0,0,0,1,457837
ranze,1998/9/23,9,2014/7/9,15,0,.,1,10,0,0,0,0,1,421622
ranze,1998/9/23,10,2014/10/8,16,0,.,1,7,0,0,0,0,1,478788
ranze,1998/9/23,11,2015/3/18,16,0,.,5,6,0,0,0,0,1,500297
ranze,1998/9/23,12,2015/7/22,16,0,3,11,12,0,0,0,0,1,609202
ranze,1998/9/23,13,2015/10/28,17,0,1,17,18,0,0,0,0,1,626905
ranze,1998/9/23,14,2016/3/23,17,0,1,22,24,0,0,0,0,1,749706
ranze,1998/9/23,15,2016/7/27,17,0,1,28,28,14,1,0,0,1,728189
ranze,1998/9/23,16,2016/11/9,18,0,1,30,30,6,1,0,0,1,827717
hori,1996/10/15,1,2012/2/22,15,.,.,.,.,.,.,1,0,1,136309
hori,1996/10/15,2,2012/5/2,15,.,.,.,.,.,.,1,0,1,155677
hori,1996/10/15,3,2012/8/22,15,.,.,.,.,.,.,1,0,1,186613
hori,1996/10/15,4,2012/12/19,16,.,.,.,.,.,.,1,0,1,232961
hori,1996/10/15,5,2013/3/13,16,.,.,.,.,.,.,1,0,1,242053
hori,1996/10/15,6,2013/7/3,16,.,.,.,.,.,.,1,0,1,337138
hori,1996/10/15,7,2013/11/27,17,1,1,15,22,0,0,0,0,1,395127
hori,1996/10/15,8,2014/4/2,17,1,1,10,28,0,0,0,0,1,457837
hori,1996/10/15,9,2014/7/9,17,1,3,5,30,0,0,0,0,1,421622
hori,1996/10/15,10,2014/10/8,17,1,3,3,33,0,0,0,0,1,478788
hori,1996/10/15,11,2015/3/18,18,1,3,12,22,0,0,0,0,1,500297
hori,1996/10/15,12,2015/7/22,18,0,1,22,23,0,0,0,0,1,609202
hori,1996/10/15,13,2015/10/28,19,0,1,26,26,10,1,0,0,1,626905
hori,1996/10/15,14,2016/3/23,19,1,3,30,30,8,1,0,0,1,749706
hori,1996/10/15,15,2016/7/27,19,1,3,30,30,8,1,0,0,1,728189
hori,1996/10/15,16,2016/11/9,20,1,2,30,30,5,1,0,0,1,827717
yamazaki,1997/5/21,1,2012/2/22,14,.,.,.,.,.,.,1,0,1,136309
yamazaki,1997/5/21,2,2012/5/2,14,.,.,.,.,.,.,1,0,1,155677
yamazaki,1997/5/21,3,2012/8/22,15,.,.,.,.,.,.,1,0,1,186613
yamazaki,1997/5/21,4,2012/12/19,15,.,.,.,.,.,.,1,0,1,232961
yamazaki,1997/5/21,5,2013/3/13,15,.,.,.,.,.,.,1,0,1,242053
yamazaki,1997/5/21,6,2013/7/3,16,.,.,.,.,.,.,1,0,1,337138
yamazaki,1997/5/21,7,2013/11/27,16,0,.,3,6,0,0,0,0,1,395127
yamazaki,1997/5/21,8,2014/4/2,16,0,.,1,10,0,0,0,0,1,457837
yamazaki,1997/5/21,9,2014/7/9,17,0,.,0,10,0,0,0,0,1,421622
yamazaki,1997/5/21,10,2014/10/8,17,0,.,1,12,0,0,0,0,1,478788
yamazaki,1997/5/21,11,2015/3/18,17,0,.,3,10,0,0,0,0,1,500297
yamazaki,1997/5/21,12,2015/7/22,18,.,.,.,.,.,.,1,0,1,609202
yamazaki,1997/5/21,13,2015/10/28,18,0,3,6,12,0,0,0,0,1,626905
yamazaki,1997/5/21,14,2016/3/23,18,0,3,8,8,6,1,0,0,1,749706
yamazaki,1997/5/21,15,2016/7/27,19,0,3,14,14,7,1,0,0,1,728189
yamazaki,1997/5/21,16,2016/11/9,19,0,2,22,22,7,1,0,0,1,827717
miria,1999/11/1,1,2012/2/22,12,.,.,.,.,.,.,1,0,1,136309
miria,1999/11/1,2,2012/5/2,12,.,.,.,.,.,.,1,0,1,155677
miria,1999/11/1,3,2012/8/22,12,.,.,.,.,.,.,1,0,1,186613
miria,1999/11/1,4,2012/12/19,13,.,.,.,.,.,.,1,0,1,232961
miria,1999/11/1,5,2013/3/13,13,.,.,.,.,.,.,1,0,1,242053
miria,1999/11/1,6,2013/7/3,13,.,.,.,.,.,.,1,0,1,337138
miria,1999/11/1,7,2013/11/27,14,0,.,1,6,0,0,0,0,1,395127
miria,1999/11/1,8,2014/4/2,14,0,.,1,6,0,0,0,0,1,457837
miria,1999/11/1,9,2014/7/9,14,0,.,1,9,0,0,0,0,1,421622
miria,1999/11/1,10,2014/10/8,14,0,.,3,10,0,0,0,0,1,478788
miria,1999/11/1,11,2015/3/18,15,0,.,3,10,0,0,0,0,1,500297
miria,1999/11/1,12,2015/7/22,15,0,3,3,14,0,0,0,0,1,609202
miria,1999/11/1,13,2015/10/28,15,0,3,10,10,22,1,0,0,1,626905
miria,1999/11/1,14,2016/3/23,16,0,3,11,14,0,0,0,0,1,749706
miria,1999/11/1,15,2016/7/27,16,0,1,12,16,0,0,0,0,1,728189
miria,1999/11/1,16,2016/11/9,17,0,2,18,18,8,1,0,0,1,827717
iwase,1990/6/12,1,2012/2/22,21,0,1,.,.,.,.,0,1,1,136309
iwase,1990/6/12,2,2012/5/2,21,1,3,.,.,.,.,0,1,1,155677
iwase,1990/6/12,3,2012/8/22,22,0,5,1,4,0,0,0,1,1,186613
iwase,1990/6/12,4,2012/12/19,22,.,.,.,.,.,.,.,1,0,232961
iwase,1990/6/12,5,2013/3/13,22,.,.,.,.,.,.,.,1,0,242053
iwase,1990/6/12,6,2013/7/3,23,.,.,.,.,.,.,.,1,0,337138
iwase,1990/6/12,7,2013/11/27,23,.,.,.,.,.,.,.,1,0,395127
iwase,1990/6/12,8,2014/4/2,23,.,.,.,.,.,.,.,1,0,457837
iwase,1990/6/12,9,2014/7/9,24,.,.,.,.,.,.,.,1,0,421622
iwase,1990/6/12,10,2014/10/8,24,.,.,.,.,.,.,.,1,0,478788
iwase,1990/6/12,11,2015/3/18,24,.,.,.,.,.,.,.,1,0,500297
iwase,1990/6/12,12,2015/7/22,25,.,.,.,.,.,.,.,1,0,609202
iwase,1990/6/12,13,2015/10/28,25,.,.,.,.,.,.,.,1,0,626905
iwase,1990/6/12,14,2016/3/23,25,.,.,.,.,.,.,.,1,0,749706
iwase,1990/6/12,15,2016/7/27,26,.,.,.,.,.,.,.,1,0,728189
iwase,1990/6/12,16,2016/11/9,26,.,.,.,.,.,.,.,1,0,827717
mikumo,1993/5/21,1,2012/2/22,18,0,1,.,.,.,.,0,1,1,136309
mikumo,1993/5/21,2,2012/5/2,18,0,4,.,.,.,.,0,1,1,155677
mikumo,1993/5/21,3,2012/8/22,19,0,5,1,4,0,0,0,1,1,186613
mikumo,1993/5/21,4,2012/12/19,19,0,4,1,8,0,0,0,1,1,232961
mikumo,1993/5/21,5,2013/3/13,19,0,3,.,.,.,.,0,1,1,242053
mikumo,1993/5/21,6,2013/7/3,20,.,.,.,.,.,.,.,1,0,337138
mikumo,1993/5/21,7,2013/11/27,20,.,.,.,.,.,.,.,1,0,395127
mikumo,1993/5/21,8,2014/4/2,20,.,.,.,.,.,.,.,1,0,457837
mikumo,1993/5/21,9,2014/7/9,21,.,.,.,.,.,.,.,1,0,421622
mikumo,1993/5/21,10,2014/10/8,21,.,.,.,.,.,.,.,1,0,478788
mikumo,1993/5/21,11,2015/3/18,21,.,.,.,.,.,.,.,1,0,500297
mikumo,1993/5/21,12,2015/7/22,22,.,.,.,.,.,.,.,1,0,609202
mikumo,1993/5/21,13,2015/10/28,22,.,.,.,.,.,.,.,1,0,626905
mikumo,1993/5/21,14,2016/3/23,22,.,.,.,.,.,.,.,1,0,749706
mikumo,1993/5/21,15,2016/7/27,23,.,.,.,.,.,.,.,1,0,728189
mikumo,1993/5/21,16,2016/11/9,23,.,.,.,.,.,.,.,1,0,827717
kashiwa,1994/8/12,1,2012/2/22,17,0,2,.,.,.,.,0,1,1,136309
kashiwa,1994/8/12,2,2012/5/2,17,0,4,.,.,.,.,0,1,1,155677
kashiwa,1994/8/12,3,2012/8/22,18,0,4,0,6,0,0,0,1,1,186613
kashiwa,1994/8/12,4,2012/12/19,18,0,3,.,.,.,.,1,1,1,232961
kashiwa,1994/8/12,5,2013/3/13,18,0,3,.,.,.,.,0,1,1,242053
kashiwa,1994/8/12,6,2013/7/3,18,0,5,.,.,.,.,0,1,1,337138
kashiwa,1994/8/12,7,2013/11/27,19,.,.,.,.,.,.,.,1,0,395127
kashiwa,1994/8/12,8,2014/4/2,19,.,.,.,.,.,.,.,1,0,457837
kashiwa,1994/8/12,9,2014/7/9,19,.,.,.,.,.,.,.,1,0,421622
kashiwa,1994/8/12,10,2014/10/8,20,.,.,.,.,.,.,.,1,0,478788
kashiwa,1994/8/12,11,2015/3/18,20,.,.,.,.,.,.,.,1,0,500297
kashiwa,1994/8/12,12,2015/7/22,20,.,.,.,.,.,.,.,1,0,609202
kashiwa,1994/8/12,13,2015/10/28,21,.,.,.,.,.,.,.,1,0,626905
kashiwa,1994/8/12,14,2016/3/23,21,.,.,.,.,.,.,.,1,0,749706
kashiwa,1994/8/12,15,2016/7/27,21,.,.,.,.,.,.,.,1,0,728189
kashiwa,1994/8/12,16,2016/11/9,22,.,.,.,.,.,.,.,1,0,827717
miyazawa,1993/10/29,1,2012/2/22,18,0,2,.,.,.,.,0,1,1,136309
miyazawa,1993/10/29,2,2012/5/2,18,1,3,.,.,.,.,0,1,1,155677
miyazawa,1993/10/29,3,2012/8/22,18,0,5,0,4,0,0,0,1,1,186613
miyazawa,1993/10/29,4,2012/12/19,19,0,4,0,5,0,0,0,1,1,232961
miyazawa,1993/10/29,5,2013/3/13,19,0,3,0,5,0,0,0,1,1,242053
miyazawa,1993/10/29,6,2013/7/3,19,0,5,0,6,0,0,0,1,1,337138
miyazawa,1993/10/29,7,2013/11/27,20,.,.,.,.,.,.,.,1,0,395127
miyazawa,1993/10/29,8,2014/4/2,20,.,.,.,.,.,.,.,1,0,457837
miyazawa,1993/10/29,9,2014/7/9,20,.,.,.,.,.,.,.,1,0,421622
miyazawa,1993/10/29,10,2014/10/8,20,.,.,.,.,.,.,.,1,0,478788
miyazawa,1993/10/29,11,2015/3/18,21,.,.,.,.,.,.,.,1,0,500297
miyazawa,1993/10/29,12,2015/7/22,21,.,.,.,.,.,.,.,1,0,609202
miyazawa,1993/10/29,13,2015/10/28,21,.,.,.,.,.,.,.,1,0,626905
miyazawa,1993/10/29,14,2016/3/23,22,.,.,.,.,.,.,.,1,0,749706
miyazawa,1993/10/29,15,2016/7/27,22,.,.,.,.,.,.,.,1,0,728189
miyazawa,1993/10/29,16,2016/11/9,23,.,.,.,.,.,.,.,1,0,827717
ichiki,1996/1/22,1,2012/2/22,16,1,3,.,.,.,.,0,1,1,136309
ichiki,1996/1/22,2,2012/5/2,16,1,3,.,.,.,.,0,1,1,155677
ichiki,1996/1/22,3,2012/8/22,16,1,3,0,6,0,0,0,1,1,186613
ichiki,1996/1/22,4,2012/12/19,16,1,3,0,7,0,0,0,1,1,232961
ichiki,1996/1/22,5,2013/3/13,17,0,2,0,8,0,0,0,1,1,242053
ichiki,1996/1/22,6,2013/7/3,17,0,4,0,6,0,0,0,1,1,337138
ichiki,1996/1/22,7,2013/11/27,17,0,3,1,5,0,0,0,1,1,395127
ichiki,1996/1/22,8,2014/4/2,18,0,3,2,10,0,0,0,1,1,457837
ichiki,1996/1/22,9,2014/7/9,18,.,.,.,.,.,.,.,1,0,421622
ichiki,1996/1/22,10,2014/10/8,18,.,.,.,.,.,.,.,1,0,478788
ichiki,1996/1/22,11,2015/3/18,19,.,.,.,.,.,.,.,1,0,500297
ichiki,1996/1/22,12,2015/7/22,19,.,.,.,.,.,.,.,1,0,609202
ichiki,1996/1/22,13,2015/10/28,19,.,.,.,.,.,.,.,1,0,626905
ichiki,1996/1/22,14,2016/3/23,20,.,.,.,.,.,.,.,1,0,749706
ichiki,1996/1/22,15,2016/7/27,20,.,.,.,.,.,.,.,1,0,728189
ichiki,1996/1/22,16,2016/11/9,20,.,.,.,.,.,.,.,1,0,827717
itounene,1995/12/12,1,2012/2/22,16,0,1,.,.,.,.,0,1,1,136309
itounene,1995/12/12,2,2012/5/2,16,0,3,.,.,.,.,0,1,1,155677
itounene,1995/12/12,3,2012/8/22,16,0,1,0,6,0,0,0,1,1,186613
itounene,1995/12/12,4,2012/12/19,17,0,2,1,8,0,0,0,1,1,232961
itounene,1995/12/12,5,2013/3/13,17,1,3,0,8,0,0,0,1,1,242053
